citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;taste
0.49;1.7;0.038;38.0;167.0;0.9939;3.05;0.37;10.1;6;1520
0.39;2.0;0.057;21.0;138.0;0.99176;3.05;0.52;10.9;5;3802
0.31;3.5;0.046;22.0;147.0;0.99024;3.15;0.31;12.0;7;4119
0.36;1.2;0.034;26.0;111.0;0.99074;3.16;0.51;11.0;6;3004
0.39;1.0;0.028;40.0;101.0;0.99156;3.57;0.59;10.6;6;2864
0.32;4.2;0.04;37.0;117.0;0.99182;3.24;0.43;11.3;6;3115
0.31;10.6;0.035;42.0;143.0;0.99572;3.08;0.49;9.8;7;3970
0.04;1.3;0.036;23.0;121.0;0.99228;3.24;0.61;9.9;6;2322
0.32;1.1;0.032;29.0;80.0;0.98972;3.23;0.36;12.1;6;2571
0.3;1.2;0.046;49.0;199.0;0.99413;3.03;0.38;9.3;5;2913
0.32;9.6;0.054;64.0;162.0;0.9962;3.4;0.41;9.4;5;101
0.2;1.8;0.031;49.0;159.0;0.9919;3.41;0.53;11.0;6;3549
0.74;2.7;0.044;42.0;144.0;0.991;3.31;0.41;12.2;6;1458
0.45;1.5;0.045;17.0;96.0;0.9917;3.13;0.39;11.0;6;171
0.35;16.5;0.04;60.0;171.0;0.999;3.16;0.59;9.1;6;107
0.2;18.1;0.069;33.0;158.0;0.99908;3.15;0.5;8.8;6;4116
0.27;9.7;0.036;15.0;85.0;0.99406;2.99;0.36;11.2;6;3569
0.27;11.75;0.03;34.0;118.0;0.9954;3.07;0.5;9.4;6;4889
0.37;6.2;0.052;13.0;164.0;0.99602;3.24;0.39;8.8;4;4212
0.3;0.9;0.045;16.0;109.0;0.99249;2.95;0.39;10.1;5;3924
0.33;5.4;0.028;21.0;75.0;0.99012;3.36;0.41;13.5;7;3728
0.22;11.5;0.036;27.0;150.0;0.99445;3.0;0.33;10.6;6;4321
0.28;1.6;0.036;28.0;106.0;0.988245;3.14;0.41;13.3;6;3931
0.24;4.9;0.092;30.0;123.0;0.9951;3.03;0.46;8.6;6;60
0.28;1.8;0.041;44.0;178.0;0.9954;3.45;0.43;9.2;6;1240
0.31;2.1;0.033;32.0;95.0;0.989435;2.96;0.61;12.0;6;4546
0.3;2.1;0.047;17.0;138.0;0.995;3.22;0.71;10.8;4;1040
0.23;4.2;0.038;13.0;95.0;0.98898;2.97;0.7;13.1;6;4491
0.36;5.9;0.054;25.0;148.0;0.99578;3.25;0.54;10.2;6;2760
0.27;10.7;0.076;47.0;154.0;0.9967;3.05;0.38;9.0;5;2120
0.49;18.15;0.042;41.0;158.0;0.9997;3.28;0.39;8.7;6;1524
0.24;3.8;0.038;61.0;152.0;0.99139;3.31;0.5;11.3;7;3521
0.41;1.2;0.048;41.0;97.0;0.9919;3.14;0.45;10.4;5;153
0.29;1.7;0.047;16.0;100.0;0.99243;3.28;0.45;10.6;6;2248
0.41;1.3;0.047;45.0;104.0;0.9917;3.33;0.51;10.6;6;481
0.47;1.4;0.049;50.0;187.0;0.9927;3.19;0.45;9.5;5;4153
0.14;3.9;0.06;27.0;113.0;0.99344;3.07;0.34;9.2;4;4222
0.22;1.2;0.038;5.0;124.0;0.99098;3.1;0.37;11.2;4;3578
0.35;1.5;0.047;40.0;117.0;0.99111;3.07;0.72;11.1;6;4005
0.34;3.2;0.028;42.0;162.0;0.9903;3.01;0.33;12.4;6;3562
0.37;1.2;0.036;19.0;74.0;0.98853;3.09;0.49;12.7;7;3315
0.27;1.5;0.037;20.0;98.0;0.9916;3.46;0.42;11.0;7;1762
0.25;4.8;0.029;54.0;128.0;0.99074;3.17;0.44;12.2;7;3538
0.16;12.55;0.051;31.0;115.0;0.99564;3.4;0.38;10.8;6;4707
0.4;7.6;0.024;56.0;177.0;0.9928;3.04;0.32;11.5;6;750
0.28;26.05;0.031;27.0;122.0;1.00295;3.06;0.42;10.6;6;3619
0.26;9.25;0.034;73.0;142.0;0.9945;3.05;0.37;11.4;6;1785
0.26;9.6;0.05;33.0;134.0;0.99608;3.13;0.46;10.4;5;4076
0.32;4.9;0.046;50.0;156.0;0.99316;3.38;0.55;11.2;6;3383
0.37;13.1;0.033;52.0;151.0;0.99726;3.18;0.79;10.4;6;4023
0.12;1.3;0.04;87.0;168.0;0.992;3.18;0.41;10.0;5;405
0.37;15.2;0.051;68.0;178.0;0.99935;3.4;0.85;9.3;6;757
0.22;1.3;0.049;25.0;155.0;0.99296;3.74;0.43;10.0;5;2711
0.31;2.0;0.03;38.0;142.0;0.98892;3.4;0.41;12.9;7;2670
0.23;11.8;0.03;23.0;158.0;0.99322;3.41;0.64;11.8;6;4585
0.36;1.2;0.034;15.0;80.0;0.9913;2.95;0.36;11.4;7;97
0.39;1.8;0.034;62.0;180.0;0.991;3.09;0.75;12.6;8;1333
0.33;10.1;0.063;63.0;133.0;0.99561;2.86;0.41;9.1;5;4365
0.51;8.0;0.047;61.0;189.0;0.99604;3.22;0.49;9.2;5;2791
0.28;5.9;0.047;29.0;101.0;0.99278;3.15;0.4;11.0;6;2854
0.41;9.4;0.04;49.0;166.0;0.9954;3.12;0.61;9.9;6;186
0.32;1.3;0.048;59.0;113.0;0.99178;3.1;0.55;11.0;6;3866
0.25;1.7;0.038;29.0;129.0;0.99312;3.45;0.56;10.4;6;2723
0.3;1.4;0.041;15.0;102.0;0.9929;3.26;0.53;10.4;6;3583
0.37;8.3;0.044;45.0;227.0;0.9966;3.12;0.47;9.0;5;2058
0.53;6.6;0.038;59.0;234.0;0.9955;3.03;0.42;8.8;5;1319
0.33;4.6;0.034;19.0;80.0;0.9917;3.38;0.58;12.0;7;148
0.48;1.1;0.047;17.0;132.0;0.9914;3.19;0.49;11.6;6;28
0.37;13.1;0.033;52.0;151.0;0.99726;3.18;0.79;10.4;6;4026
0.54;13.3;0.054;63.0;193.0;0.99864;3.06;0.49;8.6;4;3872
0.32;1.8;0.032;18.0;130.0;0.99095;3.05;0.62;11.2;6;4130
0.16;6.3;0.036;36.0;191.0;0.9942;3.17;0.62;9.8;5;692
0.58;1.25;0.034;29.0;129.0;0.98984;3.51;0.6;12.0;7;2866
0.13;4.5;0.039;17.0;116.0;0.9907;3.42;0.9;13.7;7;1386
0.2;11.5;0.049;44.0;157.0;0.998;3.27;0.44;9.0;5;1845
0.25;1.7;0.048;39.0;177.0;0.99212;3.28;0.57;10.6;5;4638
0.35;1.1;0.054;13.0;136.0;0.99366;3.08;0.55;9.5;5;4096
0.49;1.6;0.167;20.0;94.0;0.9914;3.11;0.5;11.4;6;1599
0.2;5.7;0.118;61.0;172.0;0.9946;3.24;0.43;9.5;6;3629
0.28;2.2;0.04;24.0;125.0;0.9917;3.19;0.48;10.5;6;4417
0.22;2.4;0.03;19.0;135.0;0.9894;3.41;0.78;13.9;7;701
0.32;9.0;0.023;20.0;109.0;0.99262;3.34;0.35;12.6;6;3846
0.37;6.2;0.05;21.0;138.0;0.99546;3.2;0.55;10.5;6;3028
0.3;1.4;0.025;17.0;76.0;0.99104;3.11;0.44;11.0;6;2969
0.2;16.0;0.044;41.0;113.0;0.99862;3.22;0.46;8.9;6;4272
0.26;1.7;0.051;25.0;161.0;0.9946;3.36;0.6;10.6;4;1708
0.25;1.8;0.042;8.0;108.0;0.9929;3.08;0.55;9.0;5;2953
0.29;1.6;0.052;34.0;127.0;0.9929;3.48;0.56;10.5;7;454
0.23;1.2;0.018;18.0;128.0;0.99178;3.05;0.28;10.6;5;2868
0.45;10.6;0.032;56.0;212.0;0.997;3.22;0.59;9.5;6;2040
0.26;9.5;0.059;32.0;178.0;0.9955;3.04;0.43;10.9;6;1772
0.38;8.1;0.061;49.0;144.0;0.9966;3.4;0.58;11.0;6;2315
0.35;5.7;0.061;12.0;94.0;0.9965;3.48;0.69;10.7;6;609
0.18;2.4;0.034;25.0;98.0;0.9896;3.08;0.44;12.6;7;167
0.33;13.8;0.042;25.0;139.0;0.99695;3.35;0.56;10.4;6;730
0.32;1.0;0.04;39.0;118.0;0.98886;3.31;0.4;13.1;8;4167
0.28;8.3;0.034;29.0;81.0;0.99151;2.96;0.39;12.5;6;3358
0.28;4.9;0.042;51.0;180.0;0.9952;3.3;0.75;9.5;6;2074
0.12;1.1;0.013;4.0;10.0;0.99246;3.32;0.36;13.5;4;3901
0.27;1.5;0.076;24.0;145.0;0.99344;3.1;0.52;10.1;5;3700
0.49;7.7;0.045;16.0;169.0;0.9957;3.11;0.37;8.7;6;1622
0.25;1.7;0.034;37.0;136.0;0.992;3.47;0.5;10.8;7;587
0.48;12.6;0.052;57.0;222.0;0.9979;3.17;0.52;9.3;6;1401
0.26;5.5;0.034;21.0;99.0;0.99324;3.09;0.57;9.9;6;3045
0.28;3.7;0.045;57.0;151.0;0.9913;3.22;0.27;11.2;6;3224
0.3;1.8;0.043;25.0;121.0;0.9944;3.44;0.61;10.2;6;1700
0.37;1.5;0.024;12.0;76.0;0.98876;2.94;0.39;12.3;6;3088
0.25;1.6;0.044;24.0;115.0;0.9921;3.39;0.59;10.9;6;4304
0.28;11.1;0.033;30.0;97.0;0.99507;3.03;0.39;10.5;7;2981
0.39;2.5;0.172;63.0;158.0;0.9937;3.11;0.36;9.4;6;40
0.2;0.9;0.054;5.0;126.0;0.992;3.1;0.42;10.4;6;1379
0.32;1.6;0.053;47.0;150.0;0.9948;3.29;0.76;9.6;6;2089
0.3;12.8;0.053;48.5;212.0;0.9986;3.14;0.49;9.1;7;2175
0.23;5.0;0.053;29.0;106.0;0.99458;3.13;0.52;9.0;5;3217
0.3;10.6;0.033;24.0;87.0;0.99265;3.15;0.45;12.8;6;2885
0.31;2.1;0.046;30.0;96.0;0.9926;3.33;0.64;10.7;8;74
0.39;12.1;0.04;61.0;248.0;0.99794;3.31;0.58;9.7;5;3774
0.42;1.2;0.05;51.0;129.0;0.99116;3.27;0.69;11.1;7;2657
0.38;1.0;0.027;31.0;90.0;0.98926;3.24;0.36;12.3;6;3180
0.32;1.6;0.039;10.0;124.0;0.9948;3.3;0.67;9.6;5;2076
0.2;6.6;0.033;25.0;137.0;0.9938;3.3;0.69;10.4;6;441
0.3;3.8;0.036;34.0;88.0;0.99028;3.25;0.63;12.5;7;3912
0.27;18.15;0.042;41.0;146.0;1.0001;3.3;0.36;8.7;5;2051
0.34;6.7;0.029;21.0;162.0;0.99497;3.08;0.5;10.6;6;2541
0.3;1.9;0.033;41.0;142.0;0.98912;3.29;0.42;12.8;7;3306
0.4;7.7;0.032;51.0;176.0;0.9939;3.22;0.27;11.4;5;1301
0.37;1.8;0.051;13.0;200.0;0.9945;3.49;0.44;10.5;4;1781
0.15;7.1;0.043;32.0;134.0;0.99378;3.24;0.48;9.9;6;4718
0.4;14.55;0.047;47.0;156.0;0.99945;3.34;0.78;9.1;6;3430
0.71;17.35;0.038;61.0;228.0;1.0;2.95;0.75;9.3;5;1304
0.38;14.3;0.058;55.0;194.0;0.9979;3.09;0.44;9.0;6;236
0.27;16.0;0.034;58.0;185.0;0.99938;3.34;0.6;9.0;6;2599
0.26;2.1;0.039;8.0;143.0;0.9942;3.05;0.74;9.8;5;520
0.36;4.9;0.035;31.0;185.0;0.9946;3.15;0.49;9.7;5;2573
0.29;1.8;0.044;21.0;115.0;0.99166;3.1;0.38;10.2;5;3280
0.59;1.7;0.046;10.0;70.0;0.99373;3.06;0.56;10.8;4;3186
0.34;1.2;0.048;4.0;119.0;0.99084;3.18;0.34;12.1;6;2768
0.3;5.5;0.038;15.0;129.0;0.9948;3.14;0.49;9.6;6;735
0.21;7.2;0.041;48.0;146.0;0.99441;3.16;0.49;9.8;5;4612
0.47;15.2;0.057;40.0;234.0;1.0005;3.02;0.66;9.0;5;2106
0.28;7.1;0.041;29.0;110.0;0.99652;3.2;0.42;9.2;6;2679
0.26;1.1;0.047;42.0;119.0;0.99158;3.48;0.6;11.0;7;3229
0.15;1.3;0.06;51.0;154.0;0.99354;3.14;0.51;8.7;5;2761
0.33;10.1;0.043;28.0;152.0;0.9968;3.2;0.52;9.4;5;592
0.36;8.1;0.035;60.0;163.0;0.9952;3.05;0.3;10.3;6;1303
0.33;2.8;0.034;15.0;85.0;0.99;3.28;0.51;13.4;6;1387
0.29;9.9;0.037;40.0;146.0;0.99326;3.11;0.37;11.5;6;4604
0.16;5.9;0.048;14.0;125.0;0.99428;3.09;0.49;9.8;5;4439
0.3;1.4;0.04;14.0;63.0;0.98985;3.2;0.33;12.0;6;4190
0.42;14.3;0.045;45.0;213.0;0.9991;3.18;0.63;9.2;5;1890
0.28;9.8;0.039;29.0;113.0;0.99406;3.11;0.45;10.9;7;2987
0.34;4.6;0.054;22.0;130.0;0.99193;3.2;0.46;12.0;7;4823
0.5;7.6;0.047;54.0;184.0;0.99572;3.17;0.45;9.2;5;3297
0.28;2.4;0.056;49.0;159.0;0.9944;3.02;0.47;8.8;8;904
0.31;7.5;0.052;55.0;230.0;0.9949;3.19;0.46;9.8;5;4520
0.3;1.9;0.025;14.0;153.0;0.9928;3.29;0.62;10.5;6;1279
0.33;7.4;0.037;58.0;205.0;0.99495;3.26;0.41;9.6;5;933
0.29;1.1;0.035;44.0;140.0;0.99142;3.17;0.55;10.7;7;4801
0.3;1.6;0.045;36.0;139.0;0.99534;3.11;0.49;9.3;5;2308
0.49;1.3;0.032;35.0;148.0;0.9932;3.45;0.57;10.7;7;1555
0.1;2.8;0.024;31.0;111.0;0.98816;3.48;0.34;13.1;6;4446
0.3;1.5;0.026;31.0;114.0;0.98952;3.32;0.6;12.5;7;3190
0.28;2.5;0.039;34.0;137.0;0.98946;3.22;0.38;12.7;6;4355
0.21;6.3;0.041;50.0;218.0;0.9941;3.15;0.6;10.0;5;706
0.33;1.0;0.027;23.0;75.0;0.9908;3.3;0.39;11.4;7;4599
0.43;7.6;0.03;30.0;110.0;0.99164;3.08;0.59;12.5;8;3070
1.66;2.1;0.022;34.0;113.0;0.99165;3.26;0.55;12.2;6;745
0.32;7.6;0.049;37.0;107.0;0.99332;3.12;0.44;10.7;7;3594
0.32;7.6;0.052;35.0;143.0;0.9959;3.14;0.38;9.0;5;1939
0.22;7.3;0.035;23.0;117.0;0.99172;3.2;0.39;11.94;7;4314
0.32;1.6;0.028;12.0;90.0;0.99008;3.57;0.52;12.2;6;2862
0.26;7.2;0.048;52.0;207.0;0.99587;3.12;0.37;9.2;5;3859
0.33;1.4;0.025;27.0;55.0;0.9915;3.21;0.33;11.2;6;513
0.34;16.0;0.05;51.0;166.0;0.9985;3.21;0.6;9.2;6;81
0.36;2.5;0.048;16.0;125.0;0.99282;3.49;0.49;10.0;6;4874
0.68;1.6;0.046;22.0;130.0;0.9948;3.02;0.45;10.4;6;1308
0.26;17.3;0.051;17.0;149.0;0.9984;3.0;0.43;9.4;6;4460
0.26;1.2;0.05;11.5;88.0;0.9946;3.24;0.37;9.5;4;914
0.48;6.8;0.047;13.0;134.0;0.99616;3.23;0.7;10.0;5;3452
0.4;1.3;0.053;61.0;146.0;0.99112;3.17;0.68;11.0;6;3695
0.28;1.4;0.034;26.0;109.0;0.99246;3.28;0.57;10.6;6;4708
0.42;15.1;0.033;28.0;124.0;0.99684;2.87;0.47;9.5;5;3156
0.19;8.2;0.051;53.0;187.0;0.996;3.16;0.52;9.7;5;2198
0.25;15.0;0.055;8.0;120.0;0.99767;3.19;0.53;9.6;6;4152
0.45;10.6;0.035;28.0;124.0;0.997;3.2;0.46;10.4;9;774
0.41;1.3;0.036;33.0;85.0;0.992;3.17;0.51;10.4;5;329
0.29;4.1;0.026;19.0;101.0;0.9918;3.01;0.38;12.4;5;2054
0.08;1.3;0.038;58.0;147.0;0.9922;3.18;0.46;10.0;5;2001
0.36;3.5;0.03;31.0;135.0;0.9904;3.14;0.38;12.2;7;943
0.21;5.4;0.053;34.0;104.0;0.99445;3.3;0.43;9.4;5;822
0.31;16.4;0.051;20.0;146.0;0.99834;3.06;0.54;9.1;5;4440
0.31;13.0;0.049;46.0;217.0;0.9985;3.08;0.53;8.8;5;909
0.29;4.0;0.038;33.0;170.0;0.99463;3.27;0.64;10.2;6;2516
0.15;1.2;0.053;61.0;183.0;0.9936;3.09;0.43;9.2;5;181
0.35;13.1;0.05;64.0;205.0;0.997;3.15;0.5;9.5;5;164
0.49;9.0;0.044;31.0;185.0;0.998;3.34;0.49;10.0;6;1523
0.25;1.2;0.038;34.0;128.0;0.9921;3.24;0.44;10.1;5;451
0.14;8.6;0.032;30.0;142.0;0.99542;3.28;0.44;9.5;6;2538
0.3;2.8;0.034;33.0;125.0;0.99152;3.03;0.49;10.4;6;3971
0.04;1.3;0.058;25.0;133.0;0.99271;3.17;0.39;10.2;4;4680
0.22;3.75;0.039;37.0;116.0;0.9927;3.23;0.5;10.7;6;1311
0.4;8.7;0.038;45.0;154.0;0.99568;3.2;0.47;10.4;6;3149
0.37;1.3;0.04;15.0;96.0;0.9912;3.06;0.61;12.1;6;1111
0.18;6.4;0.041;28.0;120.0;0.99403;3.27;0.5;9.9;5;4459
0.31;7.4;0.041;7.0;81.0;0.99254;3.04;0.47;11.4;8;3489
0.4;1.6;0.032;35.0;110.0;0.9907;3.02;0.6;12.9;7;1287
0.32;9.0;0.031;41.0;134.0;0.99234;3.25;0.26;12.3;7;4737
0.34;1.3;0.025;23.0;111.0;0.98961;3.36;0.37;12.7;6;4554
0.41;12.9;0.044;79.5;183.0;0.99742;3.24;0.78;10.2;6;3680
0.47;1.4;0.145;26.0;124.0;0.99274;3.09;0.56;10.1;6;4247
0.4;1.1;0.058;30.0;93.0;0.99322;3.03;0.38;9.2;6;4086
0.37;1.0;0.043;10.0;80.0;0.99128;3.08;0.38;11.4;5;3300
0.29;2.1;0.048;33.0;142.0;0.98956;3.22;0.46;12.9;7;3310
0.24;1.2;0.051;31.0;95.0;0.99036;3.24;0.57;11.3;6;4468
0.38;8.6;0.052;41.0;150.0;0.99534;3.06;0.46;10.3;5;3125
0.23;6.3;0.039;37.0;143.0;0.9944;3.19;0.65;10.0;6;327
0.3;1.4;0.042;26.0;176.0;0.9954;3.15;0.46;9.1;5;1790
0.49;7.7;0.036;11.0;110.0;0.9966;3.33;0.76;10.0;6;2490
0.38;11.8;0.055;51.0;170.0;1.0004;3.34;0.82;8.9;6;2006
0.31;1.5;0.038;16.0;84.0;0.9924;3.34;0.58;10.1;6;2007
0.34;1.4;0.056;14.0;171.0;0.9946;3.13;0.47;9.7;5;1858
0.3;2.2;0.035;26.0;129.0;0.989;3.32;0.47;12.9;6;4594
0.41;3.7;0.042;37.0;149.0;0.9954;3.36;0.45;10.0;6;312
0.34;2.7;0.044;34.0;108.0;0.99105;3.36;0.53;12.8;8;832
0.34;4.9;0.032;9.0;125.0;0.99253;3.32;0.81;12.0;5;3079
0.91;8.2;0.034;50.0;199.0;0.99394;3.39;0.49;11.7;6;4626
0.34;2.0;0.04;38.0;111.0;0.99;3.24;0.45;12.9;6;3462
0.37;1.5;0.028;26.0;75.0;0.9922;3.3;0.46;10.8;7;1201
0.24;7.4;0.044;21.0;113.0;0.99462;3.38;0.58;10.5;6;4305
0.29;19.9;0.039;69.0;237.0;1.00037;3.1;0.48;9.2;6;3547
0.23;1.5;0.037;38.0;93.0;0.99021;3.36;0.49;12.0;6;3856
0.32;7.0;0.041;38.0;118.0;0.9939;3.25;0.52;10.8;6;2134
0.29;5.35;0.029;43.0;106.0;0.99112;2.93;0.43;11.5;7;3451
0.35;1.5;0.039;24.0;125.0;0.9918;3.17;0.64;12.2;6;2209
0.3;7.9;0.039;14.0;118.0;0.9942;2.96;0.34;10.4;5;1901
0.24;1.7;0.048;26.0;124.0;0.9942;3.37;0.6;10.1;6;1481
0.19;13.7;0.052;47.0;197.0;0.99865;3.12;0.53;9.0;5;777
0.31;1.4;0.036;14.0;75.0;0.99085;3.34;0.58;11.1;8;799
0.3;1.1;0.028;34.0;95.0;0.99272;2.83;0.36;10.0;4;3714
0.59;0.9;0.147;38.0;132.0;0.993;3.05;0.38;9.1;6;54
0.22;5.6;0.039;31.0;128.0;0.99296;3.12;0.46;10.4;6;2972
0.29;13.65;0.048;52.0;189.0;0.99784;3.0;0.6;9.5;6;3335
0.33;11.1;0.052;52.5;158.0;0.9976;3.03;0.49;10.2;7;1920
0.38;7.4;0.036;20.0;196.0;0.99712;3.47;0.48;9.1;6;3715
0.25;4.9;0.033;49.0;113.0;0.98966;3.26;0.58;13.1;7;4651
1.0;18.2;0.047;55.0;205.0;0.99965;2.96;0.43;9.6;5;946
0.36;11.1;0.033;43.0;208.0;0.9969;3.14;0.46;10.3;5;1701
0.35;1.8;0.04;29.0;84.0;0.98961;2.91;0.57;12.0;7;3293
0.28;4.0;0.03;29.0;79.0;0.99;3.23;0.46;12.4;7;2161
0.42;5.2;0.027;70.0;178.0;0.9914;3.4;0.4;12.3;8;1136
0.3;5.2;0.053;45.0;163.0;0.9941;3.12;0.45;10.3;6;987
0.47;16.9;0.052;51.0;188.0;0.99944;3.09;0.62;9.3;5;2549
0.34;5.1;0.055;34.0;125.0;0.9942;3.36;0.42;9.6;5;193
0.37;5.4;0.026;27.0;114.0;0.99174;3.13;0.84;12.7;5;3057
0.41;6.7;0.034;39.0;116.0;0.99245;3.18;0.46;11.5;6;3246
0.13;4.5;0.039;17.0;116.0;0.9907;3.42;0.9;13.7;7;1394
0.73;14.35;0.044;27.0;191.0;1.00013;2.96;0.88;8.7;5;2637
0.34;8.8;0.043;41.0;113.0;0.9962;3.42;0.4;9.3;7;768
0.36;2.4;0.034;19.0;77.0;0.99184;3.25;0.48;10.9;5;4611
0.35;2.6;0.03;33.0;78.0;0.99146;3.22;0.72;11.3;6;3090
0.28;2.4;0.042;38.0;102.0;0.98998;3.14;0.37;11.6;7;3495
0.33;1.0;0.104;20.0;54.0;0.99057;3.19;0.64;11.5;6;3215
0.25;7.2;0.056;47.0;180.0;0.9961;3.08;0.47;8.8;5;285
0.36;11.5;0.096;18.0;92.0;0.99642;3.11;0.49;9.6;5;4836
0.27;1.2;0.051;20.0;89.0;0.9936;3.06;0.46;9.1;5;428
0.27;2.9;0.039;30.0;123.0;0.98959;3.12;0.37;12.8;6;4362
0.32;10.6;0.049;38.0;209.0;0.9981;3.47;0.59;9.3;6;2332
0.29;10.4;0.046;59.0;143.0;0.99518;3.2;0.4;10.8;6;2717
0.32;7.1;0.044;17.0;117.0;0.9962;3.32;0.41;10.4;4;2079
0.3;11.3;0.026;11.0;77.0;0.99381;3.13;0.55;12.8;7;3389
0.34;1.6;0.032;23.0;128.0;0.9917;3.37;0.47;11.7;6;722
0.34;9.7;0.035;26.0;143.0;0.9965;3.08;0.49;9.8;6;951
0.24;17.8;0.059;23.0;124.0;0.99773;3.3;0.5;10.1;5;4281
0.31;2.8;0.032;11.0;61.0;0.99189;3.06;0.44;11.5;6;2262
0.39;8.9;0.036;8.0;117.0;0.9935;3.06;0.38;12.0;7;989
0.32;0.95;0.041;23.0;131.0;0.99033;3.25;0.35;11.8;5;3212
0.2;8.7;0.046;81.0;224.0;0.99605;3.17;0.44;9.3;5;1759
0.67;1.5;0.175;16.0;98.0;0.99244;3.06;0.56;10.3;6;3972
0.41;15.15;0.04;38.0;216.0;0.9976;2.96;0.6;10.0;6;326
0.32;8.2;0.024;53.0;209.0;0.99563;3.12;0.46;10.8;6;2608
0.56;1.3;0.046;25.0;102.0;0.9923;3.24;0.33;10.5;6;1383
0.3;5.0;0.056;31.0;122.0;0.9945;3.47;0.42;10.5;6;1724
0.45;3.8;0.027;21.0;128.0;0.992;3.55;0.49;11.2;8;1086
0.38;3.5;0.053;41.0;174.0;0.99306;3.22;0.41;11.6;5;2523
0.36;1.5;0.047;17.0;129.0;0.9948;3.2;0.54;10.0;6;341
0.22;18.15;0.05;23.0;139.0;0.99904;3.06;0.5;9.2;5;3701
0.14;5.2;0.058;15.0;97.0;0.9951;3.38;0.36;9.0;4;147
0.3;10.7;0.044;61.0;222.0;0.9972;3.14;0.5;9.1;6;688
0.29;3.15;0.044;41.0;117.0;0.99153;3.24;0.35;11.5;5;3432
0.15;2.0;0.029;27.0;87.0;0.9903;3.3;0.59;12.6;7;1107
0.32;13.4;0.044;35.0;169.0;0.99975;3.12;0.47;8.8;7;848
0.28;1.8;0.041;43.0;188.0;0.9928;3.13;0.37;9.6;6;966
0.1;6.4;0.043;34.0;142.0;0.99382;3.14;0.48;9.8;5;4781
0.49;9.4;0.046;47.0;188.0;0.9964;3.14;0.48;10.0;5;1492
0.38;2.1;0.058;14.0;167.0;0.994;3.21;0.55;9.9;5;2203
0.42;7.4;0.044;56.0;189.0;0.9958;3.22;0.48;9.3;6;2713
0.34;14.0;0.032;47.0;133.0;0.9952;3.37;0.5;12.2;7;661
0.43;7.1;0.045;60.0;221.0;0.9952;3.09;0.45;9.4;6;1002
0.07;1.1;0.035;17.0;151.0;0.991;3.02;0.34;10.5;5;62
0.24;15.4;0.055;46.0;198.0;0.9988;3.12;0.49;8.8;5;284
0.28;10.8;0.051;25.0;157.0;0.9957;3.06;0.47;11.4;7;2224
0.28;4.25;0.032;43.0;132.0;0.9916;3.26;0.47;11.2666666666667;7;4615
0.61;16.2;0.043;14.0;103.0;0.9987;3.06;0.36;9.2;6;1879
0.28;4.2;0.029;7.0;112.0;0.9906;3.0;0.41;12.6;6;3572
0.26;7.4;0.052;45.0;128.0;0.99388;3.16;0.37;10.0;6;4759
0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6;1203
0.27;1.1;0.054;5.0;110.0;0.9939;3.24;0.52;9.1;4;1990
0.41;1.3;0.052;16.0;142.0;0.9951;3.42;0.47;10.0;6;24
0.73;2.2;0.027;21.0;92.0;0.99;3.12;0.48;12.4;6;4755
0.23;6.5;0.05;18.0;102.0;0.99304;3.1;0.55;11.2;4;3965
0.24;14.5;0.048;20.0;96.0;0.99456;3.06;0.3;11.5;8;4084
0.49;19.3;0.057;55.0;247.0;1.00055;3.0;0.56;8.7;5;762
0.32;2.2;0.037;28.0;141.0;0.993;3.2;0.57;10.0;7;875
0.06;6.8;0.042;9.0;84.0;0.99432;3.44;0.44;10.2;5;4650
0.29;7.3;0.044;56.0;244.0;0.9956;3.36;0.55;10.0;6;938
0.38;8.0;0.042;56.0;187.0;0.99577;3.21;0.46;9.2;5;2687
0.3;12.9;0.049;32.0;88.0;0.99654;3.2;0.35;9.9;6;3600
0.55;12.9;0.056;58.0;252.0;0.99806;3.29;0.49;8.7;5;2394
0.26;4.5;0.053;17.0;126.0;0.9943;3.24;0.46;9.1;5;4479
0.02;0.9;0.035;6.0;81.0;0.99234;3.24;0.35;9.5;4;4878
0.26;5.2;0.042;33.0;112.0;0.99067;3.06;0.5;12.3;7;4004
0.22;1.6;0.027;18.0;89.0;0.9893;3.51;0.38;12.5;7;385
0.31;1.5;0.053;20.0;98.0;0.99069;3.15;0.5;11.4;5;3877
0.27;5.0;0.058;27.0;151.0;0.99198;3.22;0.49;12.2;6;4381
0.26;7.9;0.05;53.0;180.0;0.99514;3.14;0.5;9.6;5;4481
0.51;15.3;0.047;54.0;171.0;0.9987;3.09;0.51;9.1;5;536
0.28;2.7;0.047;38.0;150.0;0.99365;3.1;0.56;10.8;6;2291
0.26;9.7;0.03;39.0;102.0;0.9908;3.08;0.56;12.9;7;4574
0.51;8.0;0.062;50.0;194.0;0.99545;3.13;0.5;9.6;5;3874
0.32;1.4;0.048;10.0;67.0;0.992;3.08;0.41;11.4;5;936
0.72;1.6;0.167;65.0;120.0;0.99324;2.97;0.51;9.2;5;3737
0.33;9.9;0.032;22.0;90.0;0.99258;3.1;0.43;12.1;7;4829
0.34;10.1;0.05;30.0;121.0;0.99724;3.17;0.49;10.1;6;2360
0.28;2.4;0.036;35.0;115.0;0.98936;3.19;0.44;13.5;7;3507
