fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;alcohol;quality;taste
6.3;0.21;0.58;10.0;0.081;34.0;126.0;8.9;5;465
7.4;0.25;0.37;6.9;0.02;14.0;93.0;10.7;7;1199
7.2;0.21;0.41;1.3;0.036;33.0;85.0;10.4;5;329
6.3;0.13;0.42;1.1;0.043;63.0;146.0;11.2;7;2558
6.1;0.16;0.29;6.0;0.03;29.0;144.0;10.7;6;2369
7.3;0.18;0.65;1.4;0.046;28.0;157.0;9.4;6;1262
5.3;0.26;0.23;5.15;0.034;48.0;160.0;10.5;7;1250
6.7;0.16;0.32;12.5;0.035;18.0;156.0;9.0;6;4690
5.7;0.2;0.24;13.8;0.047;44.0;112.0;8.8;6;4580
6.5;0.3;0.32;2.0;0.044;34.0;90.0;11.0;7;889
9.8;0.93;0.45;8.6;0.052;34.0;187.0;10.2;4;2154
7.5;0.33;0.39;12.4;0.065;29.0;119.0;9.4;5;1805
5.8;0.13;0.22;12.7;0.058;24.0;183.0;11.7;6;4525
5.8;0.33;0.2;16.05;0.047;26.0;166.0;8.9;5;1873
6.1;0.3;0.3;2.1;0.031;50.0;163.0;12.7;7;3419
7.1;0.2;0.35;3.2;0.034;21.0;107.0;11.1;6;4345
5.2;0.24;0.45;3.8;0.027;21.0;128.0;11.2;8;1086
7.3;0.28;0.42;1.2;0.033;29.0;142.0;10.7;4;3067
5.6;0.32;0.33;7.4;0.037;25.0;95.0;11.1;6;3406
7.0;0.33;0.32;1.2;0.053;38.0;138.0;11.2;6;37
7.4;0.26;0.31;7.6;0.047;52.0;177.0;8.9;6;489
6.7;0.41;0.27;2.6;0.033;25.0;85.0;11.7;6;4201
7.8;0.29;0.33;8.75;0.035;33.0;181.0;10.7;5;2155
7.7;0.44;0.24;11.2;0.031;41.0;167.0;11.3;7;1832
5.6;0.25;0.19;2.4;0.049;42.0;166.0;10.4;6;3675
6.4;0.34;0.2;14.9;0.06;37.0;162.0;9.0;4;2246
7.2;0.32;0.4;8.7;0.038;45.0;154.0;10.4;6;3147
6.6;0.27;0.3;1.9;0.025;14.0;153.0;10.5;6;1279
7.8;0.22;0.36;1.4;0.056;21.0;153.0;10.4;6;1792
8.4;0.31;0.31;0.95;0.021;52.0;148.0;11.5;5;2968
7.9;0.33;0.28;31.6;0.053;35.0;176.0;8.8;6;1663
5.4;0.415;0.19;1.6;0.039;27.0;88.0;10.0;7;942
6.2;0.27;0.18;1.5;0.028;20.0;111.0;10.0;5;2539
7.2;0.31;0.24;1.4;0.057;17.0;117.0;10.5;5;1441
6.7;0.11;0.34;8.8;0.043;41.0;113.0;9.3;7;769
7.4;0.19;0.31;14.5;0.045;39.0;193.0;9.2;6;3256
7.8;0.965;0.6;65.8;0.074;8.0;160.0;11.7;6;2781
7.7;0.28;0.29;6.9;0.041;29.0;163.0;10.5;6;2218
6.2;0.24;0.27;16.8;0.04;48.0;129.0;10.5;6;4279
6.7;0.28;0.34;8.9;0.048;32.0;111.0;11.0;7;3993
6.0;0.32;0.3;1.9;0.033;41.0;142.0;12.8;7;3304
8.4;0.2;0.38;11.8;0.055;51.0;170.0;8.9;6;1995
9.1;0.28;0.49;2.0;0.059;10.0;112.0;10.1;5;1564
6.4;0.17;0.27;1.5;0.037;20.0;98.0;11.0;7;1762
7.0;0.16;0.25;14.3;0.044;27.0;149.0;9.2;6;3608
6.8;0.18;0.3;12.8;0.062;19.0;171.0;9.0;7;2581
7.5;0.22;0.33;6.7;0.036;45.0;138.0;11.4;6;1729
6.8;0.19;0.32;7.05;0.019;54.0;188.0;11.1;8;1022
5.9;0.18;0.28;5.1;0.039;50.0;139.0;11.3;6;3645
6.4;0.17;0.34;1.5;0.091;42.0;135.0;9.6;7;2392
6.0;0.41;0.05;1.5;0.063;17.0;120.0;9.2;6;811
7.1;0.43;0.3;6.6;0.025;15.0;138.0;12.6;6;2752
6.4;0.25;0.53;6.6;0.038;59.0;234.0;8.8;5;1319
6.8;0.15;0.41;12.9;0.044;79.5;182.0;10.2;6;3697
6.9;0.19;0.35;13.5;0.038;49.0;118.0;10.7;6;4048
7.2;0.17;0.34;6.4;0.042;16.0;111.0;10.8;6;3803
6.3;0.36;0.3;4.8;0.049;14.0;85.0;10.6;5;162
7.5;0.34;0.35;6.0;0.034;12.0;126.0;12.0;7;839
6.4;0.3;0.27;4.4;0.055;17.0;135.0;12.2;6;4568
6.7;0.19;0.36;1.1;0.026;63.0;143.0;11.0;6;125
6.6;0.32;0.33;2.5;0.052;40.0;219.5;10.0;5;2443
6.2;0.24;0.22;7.9;0.053;45.0;149.0;9.3;5;4041
6.0;0.21;0.3;8.7;0.036;47.0;127.0;10.6;5;3899
7.0;0.17;0.74;12.8;0.045;24.0;126.0;12.2;8;1504
5.3;0.395;0.07;1.3;0.035;26.0;102.0;10.6;6;1153
6.5;0.39;0.81;1.2;0.217;14.0;74.0;9.5;5;2186
7.9;0.26;0.41;15.15;0.04;38.0;216.0;10.0;6;326
5.3;0.6;0.34;1.4;0.031;3.0;60.0;13.0;6;4867
5.7;0.28;0.24;17.5;0.044;60.0;167.0;9.4;5;218
7.3;0.24;0.34;15.4;0.05;38.0;174.0;9.0;6;960
6.1;0.28;0.23;4.2;0.038;13.0;95.0;13.1;6;4491
7.9;0.18;0.36;5.9;0.058;31.0;132.0;10.9;6;2136
7.3;0.22;0.26;1.5;0.04;32.0;172.0;11.2;6;2428
6.6;0.26;0.25;11.6;0.045;45.0;178.0;9.8;6;2508
6.5;0.27;0.19;6.6;0.045;98.0;175.0;10.1;6;3863
6.8;0.24;0.4;1.8;0.047;34.0;105.0;12.8;8;1306
6.9;0.17;0.3;2.0;0.047;13.0;117.0;11.6;6;3324
7.4;0.33;0.44;7.6;0.05;40.0;227.0;9.0;5;2366
7.8;0.18;0.31;12.2;0.053;46.0;140.0;8.9;6;505
6.8;0.27;0.49;1.2;0.044;35.0;126.0;12.1;7;1497
7.4;0.25;0.37;13.5;0.06;52.0;192.0;9.1;5;100
5.5;0.375;0.38;1.7;0.036;17.0;98.0;10.5;6;2841
7.6;0.23;0.4;5.2;0.066;14.0;91.0;9.7;5;2642
7.2;0.24;0.29;3.0;0.036;17.0;117.0;10.1;6;2423
7.6;0.31;0.49;3.95;0.044;27.0;131.0;12.8;7;1650
6.8;0.28;0.17;13.9;0.047;49.0;162.0;9.0;6;544
5.6;0.49;0.13;4.5;0.039;17.0;116.0;13.7;7;1386
7.8;0.43;0.49;13.0;0.033;37.0;158.0;11.3;6;1450
6.3;0.12;0.36;2.1;0.044;47.0;146.0;11.4;7;350
6.0;0.555;0.26;4.5;0.053;17.0;126.0;9.1;5;4479
6.0;0.11;0.47;10.6;0.052;69.0;148.0;9.3;4;2818
5.1;0.29;0.28;8.3;0.026;27.0;107.0;11.0;6;2946
5.6;0.26;0.26;5.7;0.031;12.0;80.0;10.8;5;334
6.2;0.25;0.31;3.2;0.03;32.0;150.0;12.0;6;2677
6.2;0.32;0.24;4.1;0.051;34.0;149.0;11.0;5;4466
6.9;0.21;0.24;1.8;0.021;17.0;80.0;12.3;7;2566
6.7;0.2;0.37;1.65;0.025;42.0;103.0;11.4;5;2779
5.6;0.33;0.28;1.2;0.031;33.0;97.0;10.9;6;4833
7.2;0.615;0.1;1.4;0.068;25.0;154.0;9.7;4;2589
7.6;0.21;0.44;1.9;0.036;10.0;119.0;12.8;6;1190
5.8;0.29;0.38;10.7;0.038;49.0;136.0;11.2;6;4634
6.6;0.34;0.4;8.1;0.046;68.0;170.0;9.53333333333333;6;4879
6.5;0.29;0.31;1.7;0.035;24.0;79.0;11.4;7;2729
7.5;0.42;0.14;10.7;0.046;18.0;95.0;10.7;5;2081
6.3;0.34;0.52;6.3;0.047;63.0;186.0;9.6;5;4156
8.2;0.22;0.49;9.6;0.037;53.0;154.0;10.6;6;1516
6.0;0.34;0.29;6.1;0.046;29.0;134.0;10.7;6;4826
7.0;0.22;0.26;9.2;0.027;37.0;122.0;12.5;8;3681
7.0;0.39;0.31;5.3;0.169;32.0;162.0;9.4;5;1272
7.8;0.27;0.28;1.8;0.05;21.0;127.0;9.9;5;2065
5.7;0.36;0.21;6.7;0.038;51.0;166.0;10.0;6;313
6.4;0.21;0.28;5.9;0.047;29.0;101.0;11.0;6;2861
6.8;0.37;0.51;11.8;0.044;62.0;163.0;8.8;5;394
5.8;0.13;0.26;5.1;0.039;19.0;103.0;9.3;6;2758
6.5;0.35;0.36;0.8;0.034;32.0;111.0;12.1;8;2996
4.5;0.19;0.21;0.95;0.033;89.0;159.0;8.0;5;2625
7.3;0.145;0.33;1.1;0.042;14.0;64.0;11.8;7;3313
5.7;0.22;0.22;16.65;0.044;39.0;110.0;9.0;6;3553
7.0;0.3;0.51;13.6;0.05;40.0;168.0;9.6;7;553
6.2;0.47;0.21;1.0;0.044;13.0;98.0;9.2;5;709
6.7;0.51;0.24;2.1;0.043;14.0;155.0;13.0;6;1499
7.9;0.28;0.32;3.6;0.038;9.0;76.0;11.7;4;2156
6.2;0.28;0.51;7.9;0.056;49.0;206.0;9.4;5;3917
5.1;0.39;0.21;1.7;0.027;15.0;72.0;12.5;6;982
6.5;0.22;0.27;1.6;0.039;36.0;116.0;11.0;7;4307
7.3;0.26;0.33;11.8;0.057;48.0;127.0;10.0;6;2747
6.6;0.23;0.29;14.45;0.057;29.0;144.0;10.2;6;2648
6.1;0.16;0.37;1.1;0.031;37.0;97.0;10.5;6;2900
6.6;0.16;0.3;1.6;0.034;15.0;78.0;11.2;6;1289
6.5;0.28;0.38;7.8;0.031;54.0;216.0;13.1;6;4837
6.9;0.23;0.35;6.9;0.03;45.0;116.0;11.0;6;4601
5.1;0.52;0.06;2.7;0.052;30.0;79.0;9.3;5;1007
6.5;0.19;0.34;1.6;0.029;39.0;116.0;12.5;6;3733
6.4;0.15;0.31;1.1;0.044;25.0;96.0;10.3;6;1318
6.1;0.28;0.35;12.8;0.048;63.0;229.0;8.9;5;902
6.9;0.26;0.29;4.2;0.043;33.0;114.0;12.5;6;4303
8.1;0.2;0.4;2.0;0.037;19.0;87.0;11.2;6;144
6.6;0.25;0.25;1.3;0.04;28.0;85.0;11.2;6;4659
7.1;0.28;0.49;6.5;0.041;28.0;111.0;12.2;8;1632
6.2;0.25;0.54;7.0;0.046;58.0;176.0;10.4;5;3063
9.4;0.29;0.55;2.2;0.05;17.0;119.0;10.3;4;1053
7.2;0.26;0.44;7.1;0.027;25.0;126.0;11.1;8;1218
7.2;0.23;0.39;14.2;0.058;49.0;192.0;9.0;7;289
6.2;0.41;0.22;1.9;0.023;5.0;56.0;13.0;7;4887
5.8;0.28;0.28;4.2;0.044;52.0;158.0;10.7;7;3586
7.2;0.08;0.49;1.3;0.05;18.0;148.0;10.2;6;1480
6.5;0.2;0.33;1.5;0.039;36.0;110.0;12.0;6;4361
6.5;0.39;0.35;1.6;0.049;10.0;164.0;9.7;5;2233
7.4;0.22;0.33;2.0;0.045;31.0;101.0;11.4;5;1182
8.5;0.2;0.4;1.1;0.046;31.0;106.0;10.5;4;3179
6.3;0.2;0.26;4.7;0.04;108.0;168.0;10.7;7;3620
9.2;0.14;0.37;1.1;0.034;36.0;84.0;11.6;6;2639
8.1;0.12;0.38;0.9;0.034;36.0;86.0;12.0;6;2956
6.9;0.27;0.25;7.5;0.03;18.0;117.0;13.0;6;3977
6.0;0.42;0.41;12.4;0.032;50.0;179.0;9.7;5;4872
5.1;0.305;0.13;1.75;0.036;17.0;73.0;12.3333333333333;5;4507
7.7;0.34;0.28;11.0;0.04;31.0;117.0;9.2;6;790
6.5;0.26;0.24;10.8;0.042;47.0;130.0;10.1;6;4240
6.4;0.22;0.32;12.0;0.066;57.0;158.0;9.0;6;1946
6.9;0.37;0.28;13.8;0.031;34.0;137.0;11.6;6;1867
7.0;0.28;0.33;14.6;0.043;47.0;168.0;8.8;6;1996
5.9;0.27;0.27;5.0;0.035;14.0;97.0;11.8;7;3442
6.0;0.28;0.27;15.5;0.036;31.0;134.0;13.0;7;3500
6.7;0.33;0.34;7.5;0.036;39.0;124.0;12.4;8;3173
9.1;0.33;0.38;1.7;0.062;50.5;344.0;9.5;5;2127
5.9;0.24;0.12;1.4;0.035;60.0;247.0;9.6;6;3264
6.1;0.2;0.17;1.6;0.048;46.0;129.0;11.4;6;3988
6.8;0.18;0.38;1.4;0.038;35.0;111.0;11.2;7;211
7.3;0.21;0.29;1.6;0.034;29.0;118.0;11.0;8;844
6.8;0.3;0.22;6.2;0.06;41.0;190.0;9.2;5;2730
6.7;0.23;0.42;11.2;0.047;52.0;171.0;10.4;5;2243
8.5;0.15;0.49;1.5;0.031;17.0;122.0;10.3;6;1549
6.3;0.17;0.32;4.2;0.04;37.0;117.0;11.3;6;3115
5.8;0.26;0.24;9.2;0.044;55.0;152.0;9.4;5;215
7.2;0.17;0.34;6.4;0.042;16.0;111.0;10.8;6;3809
7.1;0.18;0.32;12.2;0.048;36.0;125.0;9.4;6;2193
8.3;0.22;0.34;1.1;0.043;20.0;116.0;10.2;6;4600
6.8;0.21;0.31;2.9;0.046;40.0;121.0;10.9;7;3287
6.5;0.21;0.42;1.1;0.059;33.0;101.0;9.7;6;4087
6.1;0.24;0.3;1.5;0.045;22.0;61.0;10.4;5;538
6.8;0.22;0.3;10.6;0.07;67.0;194.0;9.0;6;3747
6.4;0.43;0.27;1.1;0.054;5.0;110.0;9.1;4;1990
7.1;0.39;0.39;11.1;0.034;25.0;204.0;10.0;6;4302
6.45;0.14;0.42;1.2;0.05;51.0;129.0;11.1;7;2657
6.5;0.2;0.24;9.2;0.044;25.0;150.0;10.5;5;2822
6.8;0.31;0.25;10.5;0.043;30.0;165.0;10.55;6;4493
6.5;0.3;0.29;2.25;0.037;8.0;210.0;9.9;5;503
8.1;0.26;0.33;11.1;0.052;52.5;158.0;10.2;7;1920
7.3;0.24;0.34;7.5;0.048;29.0;152.0;9.0;5;1050
5.7;0.28;0.35;1.2;0.052;39.0;141.0;11.3;6;4342
5.0;0.24;0.21;2.2;0.039;31.0;100.0;11.7;6;3128
7.2;0.47;0.65;8.3;0.083;27.0;182.0;9.2;5;1933
7.2;0.2;0.31;10.0;0.054;49.0;165.0;9.9;6;2145
7.2;0.32;0.4;8.7;0.038;45.0;154.0;10.4;6;3149
6.2;0.3;0.2;6.6;0.045;42.0;170.0;10.4;6;1678
8.5;0.17;0.74;3.6;0.05;29.0;128.0;12.4;6;1460
6.1;0.36;0.26;8.15;0.035;14.0;88.0;13.0;7;3483
7.0;0.24;0.35;1.5;0.052;51.0;128.0;10.4;7;1028
7.0;0.29;0.26;1.6;0.044;12.0;87.0;10.5;6;897
6.4;0.25;0.3;5.5;0.038;15.0;129.0;9.6;6;739
7.9;0.41;0.37;4.5;0.03;40.0;114.0;12.4;7;1231
6.6;0.22;0.28;4.9;0.042;51.0;180.0;9.5;6;2074
5.7;0.25;0.21;1.5;0.044;21.0;108.0;11.0;6;4077
6.2;0.24;0.22;7.9;0.053;45.0;149.0;9.3;5;4052
6.6;0.25;0.33;8.5;0.042;29.0;141.0;10.4;5;3074
6.8;0.19;0.71;17.5;0.042;21.0;114.0;9.5;6;3588
6.7;0.21;0.37;2.5;0.034;35.0;89.0;11.0;7;3116
6.7;0.37;0.25;2.5;0.028;24.0;84.0;11.7;6;3844
7.6;0.67;0.14;1.5;0.074;25.0;168.0;9.3;5;23
5.0;0.27;0.32;4.5;0.032;58.0;178.0;12.6;7;2990
6.2;0.19;0.38;5.1;0.019;22.0;82.0;12.5;6;3168
6.9;0.26;0.29;4.2;0.043;33.0;114.0;12.5;6;4312
7.3;0.41;0.24;6.8;0.057;41.0;163.0;9.9;6;304
6.8;0.34;0.27;5.2;0.06;14.0;169.0;11.6;6;4172
6.0;0.33;0.26;5.1;0.051;16.0;119.0;9.2;5;4256
6.5;0.29;0.52;1.7;0.034;41.0;193.0;10.4;6;3979
6.9;0.32;0.27;16.0;0.034;58.0;185.0;9.0;6;2599
6.6;0.19;0.33;1.8;0.035;42.0;148.0;10.2;5;3189
6.3;0.27;0.29;12.2;0.044;59.0;196.0;8.8;6;3039
9.2;0.28;0.46;3.2;0.058;39.0;133.0;9.5;5;1142
6.5;0.41;0.64;11.8;0.065;65.0;225.0;8.9;5;1185
6.7;0.16;0.32;12.5;0.035;18.0;156.0;9.0;6;4693
6.4;0.17;0.34;13.4;0.044;45.0;139.0;9.1;6;4602
6.5;0.16;0.33;1.0;0.027;23.0;75.0;11.4;7;4599
7.9;0.14;0.28;1.8;0.041;44.0;178.0;9.2;6;1240
7.6;0.18;0.36;2.4;0.049;38.0;123.0;10.3;5;2063
6.5;0.24;0.32;7.6;0.038;48.0;203.0;9.7;7;127
6.5;0.25;0.45;7.8;0.048;52.0;188.0;9.1;5;3394
7.0;0.2;0.3;6.1;0.037;31.0;120.0;10.8;5;1711
7.3;0.24;0.3;2.5;0.042;31.0;104.0;11.3;7;3824
5.8;0.335;0.14;5.8;0.046;49.0;197.0;10.3;5;639
6.4;0.34;0.2;14.9;0.06;37.0;162.0;9.0;4;2237
6.5;0.46;0.41;16.8;0.084;59.0;222.0;9.0;5;620
5.8;0.28;0.66;9.1;0.039;26.0;159.0;10.8;5;4565
6.1;0.27;0.33;2.2;0.021;26.0;117.0;12.5;6;865
6.9;0.12;0.36;2.2;0.037;18.0;111.0;11.9;8;879
6.5;0.28;0.26;8.8;0.04;44.0;139.0;10.2;6;1096
6.2;0.28;0.27;10.3;0.03;26.0;108.0;10.7;6;2691
6.0;0.59;0.0;0.8;0.037;30.0;95.0;10.9;4;4779
6.4;0.32;0.35;4.8;0.03;34.0;101.0;12.5;8;330
6.6;0.26;0.27;1.5;0.04;19.0;114.0;10.5;6;2448
6.1;0.44;0.28;4.25;0.032;43.0;132.0;11.3;7;4618
6.6;0.27;0.25;1.2;0.033;36.0;111.0;12.4;6;4441
7.2;0.23;0.39;14.2;0.058;49.0;192.0;9.0;7;287
6.7;0.2;0.41;9.1;0.044;50.0;166.0;9.8;6;276
7.0;0.16;0.3;2.6;0.043;34.0;90.0;11.2;6;3955
7.6;0.345;0.26;1.9;0.043;15.0;134.0;9.5;5;955
7.8;0.18;0.46;12.6;0.042;41.0;143.0;8.5;8;867
5.1;0.33;0.22;1.6;0.027;18.0;89.0;12.5;7;374
5.8;0.58;0.0;1.5;0.02;33.0;96.0;12.4;6;3635
6.7;0.48;0.49;2.9;0.03;28.0;122.0;13.0;6;4488
5.6;0.185;0.19;7.1;0.048;36.0;110.0;9.5;6;3958
7.2;0.26;0.3;2.1;0.033;50.0;158.0;12.1;7;1787
8.3;0.39;0.7;10.6;0.045;33.0;169.0;9.4;5;296
6.9;0.28;0.22;10.0;0.052;36.0;131.0;9.6;5;2561
5.4;0.45;0.27;6.4;0.033;20.0;102.0;13.4;8;3482
5.2;0.24;0.45;3.8;0.027;21.0;128.0;11.2;8;1106
7.6;0.31;0.26;1.7;0.073;40.0;157.0;9.8;5;2905
6.9;0.19;0.32;7.9;0.042;30.0;130.0;10.5;6;3159
6.7;0.24;0.41;9.4;0.04;49.0;166.0;9.9;6;186
6.3;0.21;0.31;1.2;0.043;30.0;117.0;11.0;6;3512
7.4;0.2;0.31;1.6;0.038;34.0;116.0;12.0;7;2316
5.8;0.555;0.26;4.5;0.053;17.0;126.0;9.1;5;4484
6.6;0.25;0.39;1.45;0.04;40.0;89.0;11.4;7;1122
7.7;0.32;0.62;10.6;0.036;56.0;153.0;8.9;6;921
7.6;0.31;0.29;10.5;0.04;21.0;145.0;9.4;5;1268
5.8;0.26;0.24;9.2;0.044;55.0;152.0;9.4;5;217
6.4;0.31;0.38;2.9;0.038;19.0;102.0;11.0;7;21
6.8;0.29;0.22;3.4;0.035;40.0;122.0;12.3;6;4644
5.5;0.32;0.45;4.9;0.028;25.0;191.0;11.5;7;1105
7.2;0.4;0.62;10.8;0.041;70.0;189.0;8.6;4;496
7.7;0.3;0.42;14.3;0.045;45.0;213.0;9.2;5;1890
6.8;0.25;0.18;1.4;0.056;13.0;137.0;9.5;5;2195
6.7;0.2;0.42;14.0;0.038;83.0;160.0;9.4;6;752
6.7;0.21;0.36;8.55;0.02;20.0;86.0;13.4;7;3244
6.5;0.13;0.37;1.0;0.036;48.0;114.0;11.5;8;1665
6.9;0.52;0.54;7.9;0.036;23.0;169.0;12.2;6;4262
7.1;0.44;0.23;5.8;0.035;24.0;100.0;13.2;7;3829
6.0;0.32;0.46;1.5;0.05;56.0;189.0;9.6;5;4740
6.1;0.19;0.37;2.6;0.041;24.0;99.0;10.9;6;4627
6.8;0.27;0.3;13.0;0.047;69.0;160.0;9.6;6;4770
8.1;0.33;0.22;5.2;0.047;24.0;151.0;10.3;5;2643
6.7;0.33;0.49;1.6;0.167;20.0;94.0;11.4;6;1599
6.6;0.25;0.51;8.0;0.047;61.0;189.0;9.2;5;2791
5.9;0.2;0.28;1.0;0.043;45.0;100.0;11.4;6;4324
8.3;0.2;0.49;1.7;0.04;34.0;169.0;10.1;5;1501
7.2;0.5;0.0;0.8;0.034;46.0;114.0;9.2;4;1817
6.0;0.33;0.2;1.8;0.031;49.0;159.0;11.0;6;3549
7.5;0.33;0.48;19.45;0.048;55.0;243.0;8.8;5;1043
7.0;0.12;0.29;10.3;0.039;41.0;98.0;9.8;8;2943
7.6;0.28;0.49;20.15;0.06;30.0;145.0;8.5;5;3420
6.7;0.24;0.36;8.4;0.042;42.0;123.0;10.9;6;3494
7.6;0.48;0.37;1.2;0.034;5.0;57.0;10.4;3;2373
6.8;0.21;0.31;2.9;0.046;40.0;121.0;10.9;7;3285
7.5;0.31;0.51;14.8;0.039;62.0;204.0;9.5;5;698
7.3;0.25;0.39;6.4;0.034;8.0;84.0;11.5;5;949
8.5;0.25;0.31;2.8;0.032;11.0;61.0;11.5;6;2262
7.0;0.16;0.25;14.3;0.044;27.0;149.0;9.2;6;3609
7.6;0.32;0.36;1.6;0.04;32.0;155.0;11.3;6;1212
7.9;0.18;0.37;3.0;0.061;25.0;178.0;10.0;6;1712
5.4;0.17;0.27;2.7;0.049;28.0;104.0;10.3;6;3857
6.0;0.25;0.4;5.7;0.052;56.0;152.0;10.5;6;3642
6.4;0.22;0.32;7.2;0.028;15.0;83.0;10.9;8;2795
6.6;0.16;0.29;1.8;0.05;40.0;147.0;11.4;7;1286
7.4;0.28;0.5;12.1;0.049;48.0;122.0;9.0;5;4120
7.0;0.25;0.33;2.1;0.021;17.0;76.0;12.3;6;3895
8.1;0.24;0.32;10.5;0.03;34.0;105.0;11.8;6;3266
6.6;0.21;0.34;5.6;0.046;30.0;140.0;11.0;5;4098
7.2;0.29;0.4;7.6;0.024;56.0;177.0;11.5;6;747
6.1;0.32;0.28;6.6;0.021;29.0;132.0;11.45;7;4870
6.4;0.24;0.31;2.8;0.038;41.0;114.0;11.7;7;726
6.9;0.24;0.36;20.8;0.031;40.0;139.0;11.0;6;444
6.2;0.22;0.49;6.0;0.029;31.0;128.0;11.3;8;1619
7.7;0.38;0.4;2.0;0.038;28.0;152.0;12.9;6;1741
7.2;0.3;0.3;8.1;0.05;40.0;188.0;9.1;6;2367
6.2;0.34;0.3;11.1;0.047;28.0;237.0;8.7;5;2102
6.6;0.24;0.35;7.7;0.031;36.0;135.0;10.5;5;321
10.7;0.22;0.56;8.2;0.044;37.0;181.0;9.5;6;1372
7.5;0.14;0.34;1.3;0.055;50.0;153.0;9.6;6;1160
7.4;0.23;0.25;1.4;0.049;43.0;141.0;10.2;7;1753
6.8;0.46;0.26;6.3;0.147;49.0;159.0;10.0;5;2440
7.2;0.21;0.29;3.1;0.044;39.0;122.0;11.3;6;4010
6.1;0.33;0.3;3.0;0.036;30.0;124.0;13.1;7;3499
7.0;0.36;0.32;10.05;0.045;37.0;131.0;11.7;8;2775
6.4;0.26;0.42;9.7;0.044;30.0;140.0;9.1;6;342
6.7;0.34;0.43;1.6;0.041;29.0;114.0;12.6;6;3707
6.5;0.33;0.3;3.8;0.036;34.0;88.0;12.5;7;3912
6.9;0.4;0.17;12.9;0.033;59.0;186.0;9.4;5;3766
7.6;0.31;0.49;13.4;0.062;50.0;191.0;9.0;4;1579
6.6;0.33;0.32;15.6;0.054;62.0;227.0;10.4;5;4128
7.8;0.27;0.33;2.4;0.053;36.0;175.0;11.0;6;4500
7.2;0.24;0.24;1.7;0.045;18.0;161.0;11.2;6;4434
7.8;0.29;0.36;7.0;0.042;38.0;161.0;11.2;8;1336
6.6;0.25;0.3;14.4;0.052;40.0;183.0;9.1;6;736
6.4;0.29;0.28;11.1;0.063;66.0;169.0;9.0;5;1955
6.4;0.24;0.23;2.0;0.046;30.0;133.0;11.4;7;3644
6.1;0.36;0.33;1.1;0.05;24.0;169.0;9.5;6;357
6.3;0.25;0.27;6.6;0.054;40.0;158.0;10.3;5;4467
8.3;0.14;0.26;1.5;0.049;56.0;189.0;9.5;6;1019
6.1;0.2;0.4;1.9;0.028;32.0;138.0;11.7;5;4556
7.0;0.32;0.31;6.4;0.031;38.0;115.0;12.2;7;2294
7.6;0.39;0.32;3.6;0.035;22.0;93.0;12.5;7;2773
7.4;0.24;0.42;14.0;0.066;48.0;198.0;8.9;6;156
6.5;0.21;0.37;2.5;0.048;70.0;138.0;11.4;7;654
5.6;0.2;0.22;1.3;0.049;25.0;155.0;10.0;5;2711
6.3;0.24;0.29;13.7;0.035;53.0;134.0;10.6;6;3772
6.1;0.34;0.24;18.35;0.05;33.0;184.0;9.3;5;4748
7.4;0.26;0.3;7.9;0.049;38.0;157.0;8.9;6;586
7.7;0.28;0.33;6.7;0.037;32.0;155.0;10.7;7;981
6.5;0.19;0.26;5.2;0.04;31.0;140.0;9.5;6;2071
7.1;0.22;0.32;16.9;0.056;49.0;158.0;9.6;6;2132
5.7;0.695;0.06;6.8;0.042;9.0;84.0;10.2;5;4649
7.3;0.25;0.36;2.1;0.034;30.0;177.0;11.9;8;837
5.7;0.26;0.25;10.4;0.02;7.0;57.0;10.6;5;130
7.1;0.18;0.74;15.6;0.044;44.0;176.0;9.0;6;1540
7.0;0.12;0.28;6.3;0.057;17.0;103.0;9.6;5;1992
6.4;0.44;0.26;2.0;0.054;20.0;180.0;10.0;5;2895
6.0;0.28;0.52;6.2;0.028;37.0;104.0;11.8;7;4673
5.9;0.26;0.24;2.4;0.046;27.0;132.0;11.3;5;4135
6.4;0.32;0.26;7.9;0.05;53.0;180.0;9.6;5;4478
8.2;0.52;0.34;1.2;0.042;18.0;167.0;10.6;5;2595
6.8;0.32;0.37;3.4;0.023;19.0;87.0;12.7;6;1225
7.0;0.27;0.74;1.3;0.173;34.0;121.0;9.2;6;4698
6.2;0.16;0.54;1.4;0.126;37.0;110.0;8.9;6;878
5.8;0.28;0.34;2.2;0.037;24.0;125.0;12.8;8;4802
7.2;0.37;0.15;2.0;0.029;27.0;87.0;12.6;7;1110
6.6;0.23;0.32;0.9;0.041;25.0;79.0;10.2;7;957
6.5;0.23;0.36;16.3;0.038;43.0;133.0;8.8;5;2701
5.9;0.29;0.25;12.0;0.057;48.0;224.0;9.0;6;676
6.9;0.33;0.21;1.0;0.053;39.0;148.0;9.4;6;370
7.5;0.28;0.34;4.2;0.028;36.0;116.0;12.3;8;1266
5.5;0.16;0.31;1.2;0.026;31.0;68.0;11.6333333333333;6;4734
6.7;0.13;0.29;5.3;0.051;31.0;122.0;9.7;6;213
7.1;0.38;0.42;11.8;0.041;32.0;193.0;10.0;6;4211
6.5;0.28;0.28;20.4;0.041;40.0;144.0;8.7;5;2620
6.5;0.24;0.39;17.3;0.052;22.0;126.0;9.2;6;3113
6.8;0.12;0.3;12.9;0.049;32.0;88.0;9.9;6;3600
4.9;0.47;0.17;1.9;0.035;60.0;148.0;11.5;6;4883
